Index,G6id,Vertices,Edges,Vector,SpanningTree,Biconnection,3-cycle,4-cycle,5-cycle,6-cycle,Degree,Variance,Deviation,Maximum
9977,GCe]~{,8,18,"(1, 18, 132, 510, 1119, 1392, 908, 240, 0)",3024,2,21,19,12,5,"(5, 2, 1, 5, 5, 5, 6, 7)",3.5,1.8708,False
10051,GCf]|{,8,18,"(1, 18, 132, 510, 1119, 1392, 908, 240, 0)",3024,2,21,19,12,5,"(5, 2, 1, 5, 5, 6, 6, 6)",3.25,1.8028,False
11707,GQil^{,8,18,"(1, 18, 132, 510, 1119, 1392, 908, 240, 0)",3888,2,21,15,6,1,"(5, 2, 5, 2, 5, 5, 5, 7)",2.5,1.5811,False
11714,GQin^[,8,18,"(1, 18, 132, 510, 1119, 1392, 908, 240, 0)",3024,2,21,19,12,5,"(5, 3, 5, 1, 5, 5, 6, 6)",2.5,1.5811,False
11715,GQin\{,8,18,"(1, 18, 133, 525, 1204, 1617, 1182, 360, 0)",4320,1,20,16,10,7,"(5, 2, 5, 2, 5, 5, 6, 6)",2.25,1.5,False
5231,G?rn^{,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3528,2,19,25,15,7,"(4, 4, 3, 1, 5, 6, 6, 7)",3.25,1.8028,False
5530,G?zn]{,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3528,2,19,25,15,7,"(4, 4, 3, 1, 6, 6, 6, 6)",3.0,1.7321,False
7230,GCR]~{,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3675,2,19,22,18,7,"(4, 4, 1, 4, 4, 6, 6, 7)",3.0,1.7321,False
8201,GCrM~{,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3612,2,19,23,18,7,"(5, 4, 1, 3, 5, 5, 6, 7)",3.0,1.7321,False
8427,GCrn^[,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3528,2,19,25,15,7,"(5, 4, 3, 1, 5, 6, 6, 6)",2.75,1.6583,False
8433,GCrm}{,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3612,2,19,23,18,7,"(5, 4, 1, 3, 5, 6, 6, 6)",2.75,1.6583,False
9709,GCZn^[,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3528,2,19,25,15,7,"(4, 4, 4, 1, 5, 6, 6, 6)",2.5,1.5811,False
9782,GCZ]}{,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3675,2,19,22,18,7,"(4, 4, 1, 4, 5, 6, 6, 6)",2.5,1.5811,False
10014,GCfu}{,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3612,2,19,23,18,7,"(5, 3, 1, 5, 4, 6, 6, 6)",2.75,1.6583,False
10521,GCuu}{,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3612,2,19,23,18,7,"(5, 3, 1, 5, 5, 5, 6, 6)",2.5,1.5811,False
11569,GQjf^[,8,18,"(1, 18, 134, 532, 1209, 1562, 1056, 288, 0)",3612,2,19,23,18,7,"(5, 4, 5, 1, 4, 5, 6, 6)",2.25,1.5,False
7956,GCrU~{,8,18,"(1, 18, 135, 543, 1254, 1647, 1130, 312, 0)",3857,2,18,25,21,7,"(5, 4, 1, 4, 4, 5, 6, 7)",2.75,1.6583,False
8365,GCru}{,8,18,"(1, 18, 135, 543, 1254, 1647, 1130, 312, 0)",3857,2,18,25,21,7,"(5, 4, 1, 4, 4, 6, 6, 6)",2.5,1.5811,False
10037,GCf]v{,8,18,"(1, 18, 135, 543, 1254, 1647, 1130, 312, 0)",3780,2,18,25,18,7,"(5, 3, 1, 5, 5, 5, 5, 7)",2.75,1.6583,False
10050,GCf]~w,8,18,"(1, 18, 135, 543, 1254, 1647, 1130, 312, 0)",3780,2,18,25,18,7,"(5, 3, 1, 5, 5, 6, 5, 6)",2.5,1.5811,False
10455,GCve}{,8,18,"(1, 18, 135, 543, 1254, 1647, 1130, 312, 0)",3857,2,18,25,21,7,"(5, 4, 1, 4, 5, 5, 6, 6)",2.25,1.5,False
10492,GCvU|{,8,18,"(1, 18, 135, 543, 1254, 1647, 1130, 312, 0)",3780,2,18,25,18,7,"(5, 3, 1, 5, 5, 5, 6, 6)",2.5,1.5811,False
10882,GEit|{,8,18,"(1, 18, 135, 543, 1254, 1647, 1130, 312, 0)",3857,2,18,25,21,7,"(5, 1, 4, 5, 4, 5, 6, 6)",2.25,1.5,False
11786,GQjnV[,8,18,"(1, 18, 135, 543, 1254, 1647, 1130, 312, 0)",3780,2,18,25,18,7,"(5, 4, 5, 1, 5, 5, 5, 6)",2.0,1.4142,False
4765,G?rN~{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",4608,1,18,24,16,9,"(4, 4, 2, 2, 5, 5, 7, 7)",3.25,1.8028,False
5233,G?rm~{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",4680,1,18,23,17,12,"(4, 4, 2, 2, 5, 6, 6, 7)",3.0,1.7321,False
5534,G?zm}{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",4704,1,18,23,16,10,"(4, 4, 2, 2, 6, 6, 6, 6)",2.75,1.6583,False
8196,GCrN^{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",4764,1,18,22,18,11,"(5, 4, 2, 2, 5, 5, 6, 7)",2.75,1.6583,False
8428,GCrn]{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",4788,1,18,22,17,10,"(5, 4, 2, 2, 5, 6, 6, 6)",2.5,1.5811,False
9453,GCXn^{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",5184,1,18,20,15,10,"(3, 4, 4, 2, 5, 5, 6, 7)",2.25,1.5,False
9974,GCe^v{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",4752,1,18,22,18,9,"(5, 2, 2, 5, 5, 4, 6, 7)",2.75,1.6583,False
10015,GCfu|{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",4836,1,18,21,19,12,"(5, 2, 2, 5, 4, 6, 6, 6)",2.5,1.5811,False
10045,GCf\v{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",4860,1,18,21,18,12,"(5, 2, 2, 5, 5, 5, 5, 7)",2.5,1.5811,False
10522,GCuu|{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",4872,1,18,21,18,10,"(5, 2, 2, 5, 5, 5, 6, 6)",2.25,1.5,False
11703,GQinV{,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",5292,1,18,19,15,11,"(5, 3, 5, 2, 5, 4, 5, 7)",2.0,1.4142,False
11711,GQinv[,8,18,"(1, 18, 135, 546, 1284, 1752, 1280, 384, 0)",5292,1,18,19,15,11,"(5, 3, 5, 2, 5, 4, 6, 6)",1.75,1.3229,False
5381,G?zf^{,8,18,"(1, 18, 136, 553, 1292, 1715, 1187, 330, 0)",3920,2,17,31,15,7,"(4, 4, 4, 1, 5, 5, 6, 7)",2.75,1.6583,False
5529,G?zn^w,8,18,"(1, 18, 136, 553, 1292, 1715, 1187, 330, 0)",3920,2,17,31,15,7,"(4, 4, 4, 1, 6, 6, 5, 6)",2.5,1.5811,False
8449,GCr]v{,8,18,"(1, 18, 136, 553, 1292, 1715, 1187, 330, 0)",4025,2,17,28,21,7,"(5, 4, 1, 4, 5, 5, 5, 7)",2.5,1.5811,False
8453,GCr]~w,8,18,"(1, 18, 136, 553, 1292, 1715, 1187, 330, 0)",4025,2,17,28,21,7,"(5, 4, 1, 4, 5, 6, 5, 6)",2.25,1.5,False
10103,GCzf^[,8,18,"(1, 18, 136, 553, 1292, 1715, 1187, 330, 0)",3920,2,17,31,15,7,"(5, 4, 4, 1, 5, 5, 6, 6)",2.25,1.5,False
10487,GCvV]{,8,18,"(1, 18, 136, 553, 1292, 1715, 1187, 330, 0)",4025,2,17,28,21,7,"(5, 4, 1, 4, 5, 5, 6, 6)",2.25,1.5,False
10657,GEr^e{,8,18,"(1, 18, 136, 553, 1292, 1715, 1187, 330, 0)",4025,2,17,28,21,7,"(5, 5, 1, 5, 4, 5, 5, 6)",2.0,1.4142,False
10477,GCvUv{,8,18,"(1, 18, 136, 554, 1299, 1732, 1204, 336, 0)",4032,2,17,27,21,7,"(5, 4, 1, 5, 5, 4, 5, 7)",2.5,1.5811,False
10482,GCvVu{,8,18,"(1, 18, 136, 554, 1299, 1732, 1204, 336, 0)",4032,2,17,27,21,7,"(5, 4, 1, 5, 5, 4, 6, 6)",2.25,1.5,False
10561,GCv^e{,8,18,"(1, 18, 136, 554, 1299, 1732, 1204, 336, 0)",4032,2,17,27,21,7,"(5, 4, 1, 5, 5, 5, 5, 6)",2.0,1.4142,False
3470,G?bn~{,8,18,"(1, 18, 136, 558, 1339, 1872, 1404, 432, 0)",5040,1,17,27,17,10,"(4, 3, 3, 2, 4, 6, 7, 7)",3.25,1.8028,False
5000,G?qn~{,8,18,"(1, 18, 136, 558, 1339, 1872, 1404, 432, 0)",5168,1,17,25,20,12,"(4, 3, 3, 2, 5, 5, 7, 7)",3.0,1.7321,False
5299,G?q~^{,8,18,"(1, 18, 136, 558, 1339, 1872, 1404, 432, 0)",5240,1,17,24,21,14,"(4, 3, 3, 2, 5, 6, 6, 7)",2.75,1.6583,False
5305,G?q|~{,8,18,"(1, 18, 136, 558, 1339, 1872, 1404, 432, 0)",5208,1,17,25,19,11,"(4, 2, 3, 3, 5, 6, 6, 7)",2.75,1.6583,False
5556,G?z\~[,8,18,"(1, 18, 136, 558, 1339, 1872, 1404, 432, 0)",5320,1,17,23,22,16,"(4, 3, 3, 2, 6, 6, 6, 6)",2.5,1.5811,False
6821,GCRV~{,8,18,"(1, 18, 136, 558, 1339, 1872, 1404, 432, 0)",5360,1,17,23,21,11,"(4, 4, 2, 4, 3, 5, 7, 7)",2.75,1.6583,False
7124,GCQv~{,8,18,"(1, 18, 136, 558, 1339, 1872, 1404, 432, 0)",5760,1,17,21,18,11,"(4, 3, 3, 4, 3, 5, 7, 7)",2.5,1.5811,False
7205,GCRvn{,8,18,"(1, 18, 136, 558, 1339, 1872, 1404, 432, 0)",5355,1,17,24,19,9,"(4, 4, 3, 4, 2, 6, 6, 7)",2.5,1.5811,False
7212,GCRu~{,8,18,"(1, 18, 136, 558, 1339, 1872, 1404, 432, 0)",5435,1,17,22,22,13,"(4, 4, 2, 4, 3, 6, 6, 7)",2.5,1.5811,False
