Index,G6id,Vertices,Edges,Vector,SpanningTree,Biconnection,3-cycle,4-cycle,5-cycle,6-cycle,Degree,Variance,Deviation,Maximum
267889,HEv]}~~,9,28,"(1, 28, 328, 2086, 7819, 17542, 22812, 15624, 4320)",196608,2,50,70,56,28,"(6, 6, 1, 7, 7, 7, 7, 7, 8)",3.7284,1.9309,False
273159,HTm||~},9,28,"(1, 28, 328, 2086, 7819, 17542, 22812, 15624, 4320)",196608,2,50,70,56,28,"(7, 1, 7, 7, 7, 7, 7, 6, 7)",3.5062,1.8725,False
260473,HCv]~~~,9,28,"(1, 28, 332, 2170, 8519, 20482, 29308, 22680, 7200)",322560,1,46,71,69,47,"(6, 5, 2, 6, 7, 7, 7, 8, 8)",3.0617,1.7498,False
267893,HEv]|~~,9,28,"(1, 28, 332, 2170, 8519, 20482, 29308, 22680, 7200)",325632,1,46,70,70,48,"(6, 5, 2, 7, 7, 7, 7, 7, 8)",2.8395,1.6851,False
272583,HQzn^^~,9,28,"(1, 28, 332, 2170, 8519, 20482, 29308, 22680, 7200)",329728,1,46,69,70,48,"(6, 6, 6, 2, 7, 7, 7, 7, 8)",2.6173,1.6178,False
273157,HTm|~z|,9,28,"(1, 28, 332, 2170, 8519, 20482, 29308, 22680, 7200)",327680,1,46,70,66,48,"(7, 2, 7, 7, 7, 7, 5, 7, 7)",2.6173,1.6178,False
260871,HEr]~~~,9,28,"(1, 28, 333, 2187, 8634, 20877, 30032, 23348, 7440)",331776,1,45,76,69,48,"(6, 6, 2, 6, 6, 7, 7, 8, 8)",2.8395,1.6851,False
267886,HEv]~z~,9,28,"(1, 28, 333, 2187, 8634, 20877, 30032, 23348, 7440)",334848,1,45,75,70,48,"(6, 6, 2, 7, 7, 7, 6, 7, 8)",2.6173,1.6178,False
273074,HUz]}~^,9,28,"(1, 28, 333, 2187, 8634, 20877, 30032, 23348, 7440)",337920,1,45,74,71,48,"(7, 6, 2, 6, 7, 7, 7, 7, 7)",2.3951,1.5476,False
273156,HTm|~z},9,28,"(1, 28, 333, 2191, 8694, 21217, 30932, 24444, 7920)",339968,1,45,70,71,48,"(7, 2, 7, 7, 7, 7, 6, 6, 7)",2.3951,1.5476,False
267908,HEv^~z^,9,28,"(1, 28, 334, 2207, 8794, 21527, 31431, 24838, 8040)",344064,1,44,76,70,48,"(6, 6, 2, 7, 7, 7, 7, 7, 7)",2.3951,1.5476,False
255742,HCf^~~~,9,28,"(1, 28, 334, 2212, 8869, 21952, 32556, 26208, 8640)",381024,1,44,73,78,59,"(6, 4, 3, 6, 6, 7, 8, 8, 8)",2.8395,1.6851,False
260475,HCv\~~~,9,28,"(1, 28, 334, 2212, 8869, 21952, 32556, 26208, 8640)",386064,1,44,71,81,65,"(6, 4, 3, 6, 7, 7, 7, 8, 8)",2.6173,1.6178,False
267904,HEv\|~~,9,28,"(1, 28, 334, 2212, 8869, 21952, 32556, 26208, 8640)",390144,1,44,70,80,64,"(6, 4, 3, 7, 7, 7, 7, 7, 8)",2.3951,1.5476,False
271356,HQin~~~,9,28,"(1, 28, 334, 2212, 8869, 21952, 32556, 26208, 8640)",416745,1,44,64,78,65,"(6, 4, 6, 4, 6, 6, 8, 8, 8)",2.1728,1.474,False
271854,HQjn^~~,9,28,"(1, 28, 334, 2212, 8869, 21952, 32556, 26208, 8640)",402192,1,44,67,81,66,"(6, 5, 6, 3, 6, 7, 7, 8, 8)",2.1728,1.474,False
273153,HTm~vvz,9,28,"(1, 28, 334, 2212, 8869, 21952, 32556, 26208, 8640)",393216,1,44,70,74,64,"(7, 3, 7, 7, 7, 4, 7, 7, 7)",2.1728,1.474,False
157873,H?zn~~~,9,28,"(1, 28, 335, 2230, 8999, 22432, 33505, 27150, 9000)",388800,1,43,81,72,65,"(5, 5, 5, 3, 7, 7, 8, 8, 8)",2.8395,1.6851,False
228959,HCr^~~~,9,28,"(1, 28, 335, 2230, 8999, 22432, 33505, 27150, 9000)",396576,1,43,77,82,62,"(6, 5, 3, 5, 6, 7, 8, 8, 8)",2.6173,1.6178,False
257495,HCzn^~~,9,28,"(1, 28, 335, 2230, 8999, 22432, 33505, 27150, 9000)",400320,1,43,77,78,61,"(6, 5, 5, 3, 7, 7, 7, 8, 8)",2.3951,1.5476,False
257695,HCz]~~~,9,28,"(1, 28, 335, 2230, 8999, 22432, 33505, 27150, 9000)",401616,1,43,75,85,65,"(6, 5, 3, 5, 7, 7, 7, 8, 8)",2.3951,1.5476,False
266954,HEj]~~~,9,28,"(1, 28, 335, 2230, 8999, 22432, 33505, 27150, 9000)",408528,1,43,73,86,68,"(6, 5, 3, 6, 6, 7, 7, 8, 8)",2.1728,1.474,False
