Index,G6id,Vertices,Edges,Vector,SpanningTree,Biconnection,3-cycle,4-cycle,5-cycle,6-cycle,Degree,Variance,Deviation,Maximum
273162,HTm~~~~,9,31,"(1, 31, 406, 2926, 12649, 33439, 52464, 44244, 15120)",995328,1,59,86,91,68,"(7, 3, 7, 7, 7, 7, 8, 8, 8)",2.0988,1.4487,False
267950,HEv~~~~,9,31,"(1, 31, 409, 2989, 13174, 35644, 57336, 49536, 17280)",1119744,1,56,98,103,80,"(6, 6, 4, 7, 7, 8, 8, 8, 8)",1.6543,1.2862,False
273148,HTnv~~~,9,31,"(1, 31, 409, 2989, 13174, 35644, 57336, 49536, 17280)",1135296,1,56,95,109,80,"(7, 4, 7, 7, 6, 7, 8, 8, 8)",1.4321,1.1967,False
260583,HC~~~~~,9,31,"(1, 31, 410, 3010, 13349, 36379, 58960, 51300, 18000)",1148175,1,55,105,101,74,"(6, 5, 5, 6, 8, 8, 8, 8, 8)",1.6543,1.2862,False
268541,HEn~~~~,9,31,"(1, 31, 410, 3010, 13349, 36379, 58960, 51300, 18000)",1165671,1,55,101,111,84,"(6, 5, 5, 7, 7, 8, 8, 8, 8)",1.4321,1.1967,False
272792,HQz~~~~,9,31,"(1, 31, 410, 3010, 13349, 36379, 58960, 51300, 18000)",1188999,1,55,97,117,84,"(6, 6, 6, 5, 7, 8, 8, 8, 8)",1.2099,1.1,False
273126,HTzn~~~,9,31,"(1, 31, 410, 3010, 13349, 36379, 58960, 51300, 18000)",1181952,1,55,98,116,84,"(7, 5, 7, 5, 7, 7, 8, 8, 8)",1.2099,1.1,False
273172,H]zn^~~,9,31,"(1, 31, 410, 3010, 13349, 36379, 58960, 51300, 18000)",1161216,1,55,98,109,80,"(7, 7, 7, 4, 7, 7, 7, 8, 8)",1.2099,1.1,False
267842,HEz~~~~,9,31,"(1, 31, 411, 3030, 13509, 37029, 60359, 52790, 18600)",1198476,1,54,106,111,84,"(6, 6, 5, 6, 7, 8, 8, 8, 8)",1.2099,1.1,False
273081,HUz^~~~,9,31,"(1, 31, 411, 3030, 13509, 37029, 60359, 52790, 18600)",1216215,1,54,102,121,84,"(7, 6, 5, 6, 7, 7, 8, 8, 8)",0.9877,0.9938,False
272972,HUZ~~~~,9,31,"(1, 31, 411, 3031, 13524, 37114, 60584, 53064, 18720)",1225449,1,54,101,126,84,"(6, 6, 6, 6, 6, 8, 8, 8, 8)",0.9877,0.9938,False
273123,HTzv~~~,9,31,"(1, 31, 411, 3031, 13524, 37114, 60584, 53064, 18720)",1216944,1,54,101,121,84,"(7, 5, 7, 6, 6, 7, 8, 8, 8)",0.9877,0.9938,False
268554,HE~v~~~,9,31,"(1, 31, 412, 3050, 13669, 37679, 61758, 54280, 19200)",1224720,1,53,110,111,84,"(6, 6, 5, 7, 7, 7, 8, 8, 8)",0.9877,0.9938,False
272808,HQ~v~~~,9,31,"(1, 31, 412, 3050, 13669, 37679, 61758, 54280, 19200)",1250235,1,53,105,121,84,"(6, 6, 6, 6, 7, 7, 8, 8, 8)",0.7654,0.8749,False
273129,HTz~v~~,9,31,"(1, 31, 412, 3050, 13669, 37679, 61758, 54280, 19200)",1242864,1,53,106,121,84,"(7, 5, 7, 6, 7, 7, 7, 8, 8)",0.7654,0.8749,False
273060,HUzv~~~,9,31,"(1, 31, 412, 3051, 13684, 37764, 61983, 54554, 19320)",1251936,1,53,105,126,84,"(7, 6, 6, 6, 6, 7, 8, 8, 8)",0.7654,0.8749,False
273174,H]zl~~~,9,31,"(1, 31, 412, 3052, 13699, 37849, 62208, 54828, 19440)",1244160,1,53,104,121,84,"(7, 6, 7, 5, 7, 7, 7, 8, 8)",0.7654,0.8749,False
273085,HUz~v~~,9,31,"(1, 31, 413, 3070, 13829, 38329, 63157, 55770, 19800)",1278585,1,52,110,126,84,"(7, 6, 6, 6, 7, 7, 7, 8, 8)",0.5432,0.737,False
273183,H]~vvv~,9,31,"(1, 31, 413, 3070, 13829, 38329, 63157, 55770, 19800)",1270080,1,52,110,121,84,"(7, 7, 7, 7, 7, 5, 7, 7, 8)",0.5432,0.737,False
268642,HFzv~~~,9,31,"(1, 31, 413, 3071, 13844, 38414, 63382, 56044, 19920)",1259712,1,52,114,111,84,"(6, 6, 6, 7, 6, 7, 8, 8, 8)",0.7654,0.8749,False
273091,HU~vv~~,9,31,"(1, 31, 413, 3071, 13844, 38414, 63382, 56044, 19920)",1279152,1,52,109,126,84,"(7, 6, 6, 7, 7, 6, 7, 8, 8)",0.5432,0.737,False
268644,HFz~v~~,9,31,"(1, 31, 414, 3089, 13975, 38904, 64366, 57036, 20304)",1285956,1,51,120,111,84,"(6, 6, 6, 7, 7, 7, 7, 8, 8)",0.5432,0.737,False
273094,HU~v~z~,9,31,"(1, 31, 414, 3089, 13975, 38904, 64366, 57036, 20304)",1305801,1,51,115,126,84,"(7, 6, 6, 7, 7, 7, 7, 7, 8)",0.321,0.5666,False
273177,H]y~~z~,9,31,"(1, 31, 414, 3090, 13989, 38979, 64556, 57260, 20400)",1306368,1,51,114,126,84,"(7, 6, 7, 6, 7, 7, 7, 7, 8)",0.321,0.5666,False
273185,H]~v~z},9,31,"(1, 31, 415, 3108, 14121, 39479, 65575, 58302, 20808)",1333584,1,50,120,126,84,"(7, 7, 7, 7, 7, 7, 7, 6, 7)",0.0988,0.3143,True
