Index,G6id,Vertices,Edges,Vector,SpanningTree,Biconnection,3-cycle,4-cycle,5-cycle,6-cycle,Degree,Variance,Deviation,Maximum
1001,G??EF{,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 1, 1, 1, 1, 3, 7)",3.6875,1.9203,False
1007,G??FE{,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 1, 1, 1, 1, 4, 6)",2.9375,1.7139,False
1011,G??Fe[,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 1, 1, 1, 1, 5, 5)",2.6875,1.6394,False
1023,G?AAF{,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 1, 1, 1, 2, 2, 7)",3.4375,1.854,False
1031,G?AEFs,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 1, 1, 3, 6)",2.6875,1.6394,False
1040,G?ABFs,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 2, 1, 1, 1, 3, 6)",2.4375,1.5612,False
1041,G?ABE{,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 1, 1, 1, 2, 3, 6)",2.4375,1.5612,False
1044,G?ACNw,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 1, 1, 1, 1, 3, 2, 6)",2.6875,1.6394,False
1056,G?AFEs,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 1, 1, 4, 5)",2.1875,1.479,False
1057,G?AFBs,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 2, 1, 1, 1, 4, 5)",1.9375,1.3919,False
1058,G?AFC{,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 1, 1, 1, 1, 2, 4, 5)",2.1875,1.479,False
1072,G?ABfS,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 2, 1, 1, 1, 4, 5)",1.9375,1.3919,False
1073,G?ABe[,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 1, 1, 1, 2, 4, 5)",1.9375,1.3919,False
1081,G?AELw,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 1, 1, 1, 1, 3, 3, 5)",1.9375,1.3919,False
1082,G?AELs,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 1, 1, 1, 1, 2, 4, 5)",2.1875,1.479,False
1083,G?AEJs,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 1, 1, 1, 2, 4, 5)",1.9375,1.3919,False
1112,G?AFKw,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 1, 1, 1, 1, 3, 4, 4)",1.6875,1.299,False
1147,G?BDEw,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 1, 3, 2, 5)",1.6875,1.299,False
1150,G?BDC{,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 1, 1, 1, 1, 3, 3, 5)",1.9375,1.3919,False
1164,G?B@fW,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 2, 1, 1, 3, 2, 5)",1.4375,1.199,False
1166,G?B@e[,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 1, 1, 1, 3, 3, 5)",1.6875,1.299,False
1167,G?B@d[,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 1, 2, 1, 1, 3, 3, 5)",1.6875,1.299,False
1194,G?BDeW,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 1, 3, 3, 4)",1.1875,1.0897,False
1199,G?BDdS,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 1, 2, 1, 1, 2, 4, 4)",1.4375,1.199,False
1222,G?B@vG,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 2, 1, 1, 3, 3, 4)",0.9375,0.9682,False
1226,G?B@tc,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 1, 2, 2, 1, 2, 4, 4)",1.1875,1.0897,False
1227,G?B@uK,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 1, 1, 1, 3, 4, 4)",1.4375,1.199,False
1228,G?B@tK,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 1, 2, 1, 1, 3, 4, 4)",1.4375,1.199,False
1242,G?BELo,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 1, 3, 3, 4)",1.1875,1.0897,False
1251,G?BDKw,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 1, 1, 1, 1, 4, 3, 4)",1.6875,1.299,False
1253,G?BDG{,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 1, 1, 1, 1, 4, 4, 4)",1.9375,1.3919,False
1265,G?B@mW,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 1, 1, 1, 4, 3, 4)",1.4375,1.199,False
1529,G?`@Fw,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 2, 1, 2, 2, 1, 6)",2.1875,1.479,False
1541,G?`DEw,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(3, 2, 1, 1, 2, 2, 2, 5)",1.4375,1.199,False
1543,G?`DFc,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 2, 1, 1, 1, 3, 5)",1.6875,1.299,False
1544,G?`DEk,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(3, 2, 1, 1, 1, 2, 3, 5)",1.6875,1.299,False
1556,G?`@fW,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 2, 1, 2, 2, 2, 5)",1.1875,1.0897,False
1557,G?`@fc,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 2, 2, 1, 1, 3, 5)",1.4375,1.199,False
1558,G?`@fS,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 2, 1, 2, 1, 3, 5)",1.4375,1.199,False
1559,G?`@e[,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 1, 1, 2, 2, 3, 5)",1.4375,1.199,False
1565,G?`CVo,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 3, 1, 2, 5)",1.6875,1.299,False
1566,G?`CVg,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(3, 2, 1, 1, 2, 2, 2, 5)",1.4375,1.199,False
1578,G?`FEc,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 3, 1, 1, 1, 1, 4, 4)",1.6875,1.299,False
1579,G?`FCs,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 2, 1, 4, 4)",1.4375,1.199,False
1605,G?`DeW,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(3, 2, 1, 1, 2, 2, 3, 4)",0.9375,0.9682,False
1607,G?`DfC,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 2, 1, 1, 1, 4, 4)",1.4375,1.199,False
1608,G?`Dbc,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 2, 2, 1, 1, 4, 4)",1.1875,1.0897,False
1609,G?`DeS,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 2, 1, 4, 4)",1.4375,1.199,False
1611,G?`DeK,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(3, 2, 1, 1, 1, 2, 4, 4)",1.4375,1.199,False
1612,G?`DbK,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 2, 1, 1, 2, 4, 4)",1.1875,1.0897,False
1632,G?`ETo,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 3, 1, 3, 4)",1.1875,1.0897,False
1634,G?`ERg,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 3, 1, 1, 2, 2, 3, 4)",0.9375,0.9682,False
1648,G?`DUo,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 3, 1, 3, 4)",1.1875,1.0897,False
1649,G?`DUg,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(3, 2, 1, 1, 2, 2, 3, 4)",0.9375,0.9682,False
1650,G?`DRg,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 2, 1, 2, 2, 3, 4)",0.6875,0.8292,False
1651,G?`DQk,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 1, 1, 2, 2, 4, 4)",1.1875,1.0897,False
1746,G?bBEg,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 3, 1, 1, 1, 3, 2, 4)",1.1875,1.0897,False
1749,G?bBCw,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 2, 3, 2, 4)",0.9375,0.9682,False
1780,G?b@fG,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 2, 1, 1, 3, 2, 4)",0.9375,0.9682,False
1783,G?b@dc,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 1, 2, 2, 1, 2, 3, 4)",0.9375,0.9682,False
1784,G?b@bc,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 2, 2, 2, 1, 2, 3, 4)",0.6875,0.8292,False
1786,G?b@dS,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(3, 1, 2, 1, 2, 2, 3, 4)",0.9375,0.9682,False
1788,G?b@eK,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(3, 2, 1, 1, 1, 3, 3, 4)",1.1875,1.0897,False
1789,G?b@dK,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(3, 1, 2, 1, 1, 3, 3, 4)",1.1875,1.0897,False
2102,G?`afG,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 3, 2, 1, 1, 3, 2, 4)",0.9375,0.9682,False
2105,G?`aeW,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 3, 1, 1, 2, 3, 2, 4)",0.9375,0.9682,False
2106,G?`adW,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",9,5,2,0,0,0,"(2, 2, 2, 1, 2, 3, 2, 4)",0.6875,0.8292,False
2108,G?`aeK,8,9,"(1, 9, 34, 70, 85, 61, 24, 4, 0)",8,5,2,1,0,0,"(2, 3, 1, 1, 1, 3, 3, 4)",1.1875,1.0897,False
