Index,G6id,Vertices,Edges,Vector,SpanningTree,Biconnection,3-cycle,4-cycle,5-cycle,6-cycle,Degree,Variance,Deviation,Maximum
12089,GTm~~{,8,23,"(1, 23, 217, 1085, 3094, 5012, 4248, 1440, 0)",38416,1,36,40,31,17,"(6, 2, 6, 6, 6, 6, 7, 7)",2.1875,1.479,False
11367,GEv~~{,8,23,"(1, 23, 220, 1130, 3349, 5687, 5070, 1800, 0)",47040,1,33,48,40,25,"(5, 5, 3, 6, 6, 7, 7, 7)",1.6875,1.299,False
12083,GTnv~{,8,23,"(1, 23, 220, 1130, 3349, 5687, 5070, 1800, 0)",47824,1,33,46,43,25,"(6, 3, 6, 6, 5, 6, 7, 7)",1.4375,1.199,False
10609,GC~~~{,8,23,"(1, 23, 221, 1145, 3434, 5912, 5344, 1920, 0)",49152,1,32,53,40,22,"(5, 4, 4, 5, 7, 7, 7, 7)",1.6875,1.299,False
11449,GEn~~{,8,23,"(1, 23, 221, 1145, 3434, 5912, 5344, 1920, 0)",50112,1,32,50,46,28,"(5, 4, 4, 6, 6, 7, 7, 7)",1.4375,1.199,False
11968,GQz~~{,8,23,"(1, 23, 221, 1145, 3434, 5912, 5344, 1920, 0)",51456,1,32,47,49,28,"(5, 5, 5, 4, 6, 7, 7, 7)",1.1875,1.0897,False
12071,GTzn~{,8,23,"(1, 23, 221, 1145, 3434, 5912, 5344, 1920, 0)",50960,1,32,48,48,28,"(6, 4, 6, 4, 6, 6, 7, 7)",1.1875,1.0897,False
12096,G]zn^{,8,23,"(1, 23, 221, 1145, 3434, 5912, 5344, 1920, 0)",49392,1,32,48,43,25,"(6, 6, 6, 3, 6, 6, 6, 7)",1.1875,1.0897,False
11328,GEz~~{,8,23,"(1, 23, 222, 1159, 3509, 6102, 5568, 2016, 0)",52160,1,31,54,46,28,"(5, 5, 4, 5, 6, 7, 7, 7)",1.1875,1.0897,False
12050,GUz^~{,8,23,"(1, 23, 222, 1159, 3509, 6102, 5568, 2016, 0)",53136,1,31,51,52,28,"(6, 5, 4, 5, 6, 6, 7, 7)",0.9375,0.9682,False
12018,GUZ~~{,8,23,"(1, 23, 222, 1160, 3519, 6137, 5618, 2040, 0)",53824,1,31,50,56,28,"(5, 5, 5, 5, 5, 7, 7, 7)",0.9375,0.9682,False
12070,GTzv~{,8,23,"(1, 23, 222, 1160, 3519, 6137, 5618, 2040, 0)",53200,1,31,50,52,28,"(6, 4, 6, 5, 5, 6, 7, 7)",0.9375,0.9682,False
11453,GE~v~{,8,23,"(1, 23, 223, 1173, 3584, 6292, 5792, 2112, 0)",53760,1,30,57,46,28,"(5, 5, 4, 6, 6, 6, 7, 7)",0.9375,0.9682,False
11974,GQ~v~{,8,23,"(1, 23, 223, 1173, 3584, 6292, 5792, 2112, 0)",55296,1,30,53,52,28,"(5, 5, 5, 5, 6, 6, 7, 7)",0.6875,0.8292,False
12075,GTz~v{,8,23,"(1, 23, 223, 1173, 3584, 6292, 5792, 2112, 0)",54768,1,30,54,52,28,"(6, 4, 6, 5, 6, 6, 6, 7)",0.6875,0.8292,False
12043,GUzv~{,8,23,"(1, 23, 223, 1174, 3594, 6327, 5842, 2136, 0)",55440,1,30,53,56,28,"(6, 5, 5, 5, 5, 6, 7, 7)",0.6875,0.8292,False
12098,G]zl~{,8,23,"(1, 23, 223, 1175, 3604, 6362, 5892, 2160, 0)",54880,1,30,52,52,28,"(6, 5, 6, 4, 6, 6, 6, 7)",0.6875,0.8292,False
12054,GUz~v{,8,23,"(1, 23, 224, 1187, 3659, 6482, 6016, 2208, 0)",57072,1,29,57,56,28,"(6, 5, 5, 5, 6, 6, 6, 7)",0.4375,0.6614,False
12103,G]~vvs,8,23,"(1, 23, 224, 1187, 3659, 6482, 6016, 2208, 0)",56448,1,29,57,52,28,"(6, 6, 6, 6, 6, 4, 6, 6)",0.4375,0.6614,False
11478,GFzv~{,8,23,"(1, 23, 224, 1188, 3669, 6517, 6066, 2232, 0)",56000,1,29,60,46,28,"(5, 5, 5, 6, 5, 6, 7, 7)",0.6875,0.8292,False
12058,GU~vv{,8,23,"(1, 23, 224, 1188, 3669, 6517, 6066, 2232, 0)",57120,1,29,56,56,28,"(6, 5, 5, 6, 6, 5, 6, 7)",0.4375,0.6614,False
11481,GFz~v{,8,23,"(1, 23, 225, 1200, 3725, 6643, 6201, 2286, 0)",57600,1,28,65,46,28,"(5, 5, 5, 6, 6, 6, 6, 7)",0.4375,0.6614,False
12102,G]~vvw,8,23,"(1, 23, 225, 1200, 3725, 6643, 6201, 2286, 0)",58752,1,28,61,56,28,"(6, 6, 6, 6, 6, 5, 5, 6)",0.1875,0.433,False
12104,G]~vv[,8,23,"(1, 23, 225, 1201, 3734, 6672, 6240, 2304, 0)",58800,1,28,60,56,28,"(6, 6, 6, 5, 6, 5, 6, 6)",0.1875,0.433,True
