Index,G6id,Vertices,Edges,Vector,SpanningTree,Biconnection,3-cycle,4-cycle,5-cycle,6-cycle,Degree,Variance,Deviation,Maximum
260470,HCv]}~~,9,27,"(1, 27, 306, 1890, 6909, 15183, 19424, 13140, 3600)",143360,2,45,65,56,28,"(6, 5, 1, 6, 7, 7, 7, 7, 8)",3.7778,1.9437,False
267888,HEv]}}~,9,27,"(1, 27, 306, 1890, 6909, 15183, 19424, 13140, 3600)",143360,2,45,65,56,28,"(6, 5, 1, 7, 7, 7, 7, 7, 7)",3.5556,1.8856,False
272580,HQzn^^n,9,27,"(1, 27, 306, 1890, 6909, 15183, 19424, 13140, 3600)",143360,2,45,65,56,28,"(6, 6, 6, 1, 7, 7, 7, 7, 7)",3.3333,1.8257,False
260870,HEr]}~~,9,27,"(1, 27, 307, 1906, 7009, 15493, 19923, 13534, 3720)",147456,2,44,70,56,28,"(6, 6, 1, 6, 6, 7, 7, 7, 8)",3.5556,1.8856,False
267887,HEv]}~},9,27,"(1, 27, 307, 1906, 7009, 15493, 19923, 13534, 3720)",147456,2,44,70,56,28,"(6, 6, 1, 7, 7, 7, 7, 6, 7)",3.3333,1.8257,False
255724,HCf]~~~,9,27,"(1, 27, 309, 1953, 7434, 17388, 24296, 18432, 5760)",225792,1,42,63,64,45,"(6, 4, 2, 6, 6, 7, 7, 8, 8)",3.3333,1.8257,False
260472,HCv]|~~,9,27,"(1, 27, 309, 1953, 7434, 17388, 24296, 18432, 5760)",228032,1,42,62,65,47,"(6, 4, 2, 6, 7, 7, 7, 7, 8)",3.1111,1.7638,False
267892,HEv]|}~,9,27,"(1, 27, 309, 1953, 7434, 17388, 24296, 18432, 5760)",229376,1,42,62,62,44,"(6, 4, 2, 7, 7, 7, 7, 7, 7)",2.8889,1.6997,False
271851,HQjn^^~,9,27,"(1, 27, 309, 1953, 7434, 17388, 24296, 18432, 5760)",235200,1,42,60,64,47,"(6, 5, 6, 2, 6, 7, 7, 7, 8)",2.6667,1.633,False
157856,H?zn^~~,9,27,"(1, 27, 310, 1970, 7549, 17783, 25020, 19100, 6000)",230400,1,41,71,58,47,"(5, 5, 5, 2, 7, 7, 7, 8, 8)",3.3333,1.8257,False
228954,HCr]~~~,9,27,"(1, 27, 310, 1970, 7549, 17783, 25020, 19100, 6000)",235008,1,41,67,68,46,"(6, 5, 2, 5, 6, 7, 7, 8, 8)",3.1111,1.7638,False
257486,HCzn^^~,9,27,"(1, 27, 310, 1970, 7549, 17783, 25020, 19100, 6000)",235520,1,41,69,60,44,"(6, 5, 5, 2, 7, 7, 7, 7, 8)",2.8889,1.6997,False
257691,HCz]}~~,9,27,"(1, 27, 310, 1970, 7549, 17783, 25020, 19100, 6000)",237248,1,41,66,69,47,"(6, 5, 2, 5, 7, 7, 7, 7, 8)",2.8889,1.6997,False
266951,HEj]}~~,9,27,"(1, 27, 310, 1970, 7549, 17783, 25020, 19100, 6000)",240320,1,41,65,69,48,"(6, 5, 2, 6, 6, 7, 7, 7, 8)",2.6667,1.633,False
268528,HEl}}~^,9,27,"(1, 27, 310, 1970, 7549, 17783, 25020, 19100, 6000)",239616,1,41,65,70,48,"(5, 5, 2, 7, 7, 7, 7, 7, 7)",2.6667,1.633,False
272581,HQzn^^^,9,27,"(1, 27, 310, 1970, 7549, 17783, 25020, 19100, 6000)",241664,1,41,65,66,48,"(6, 6, 5, 2, 7, 7, 7, 7, 7)",2.4444,1.5635,False
