Index,G6id,Vertices,Edges,Vector,SpanningTree,Biconnection,3-cycle,4-cycle,5-cycle,6-cycle,Degree,Variance,Deviation,Maximum
89884,H?aM]^~,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 3, 1, 1, 5, 5, 6, 6, 8)",4.9136,2.2167,False
89909,H?aM^^^,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 3, 1, 1, 5, 5, 6, 7, 7)",4.6914,2.166,False
107731,H?bM]]~,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 3, 1, 1, 5, 6, 6, 6, 7)",4.4691,2.114,False
107918,H?bL]^^,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 3, 1, 1, 5, 6, 6, 6, 7)",4.4691,2.114,False
150626,H?qm]]^,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 3, 1, 1, 6, 6, 6, 6, 6)",4.2469,2.0608,False
184680,HCQUmnv,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 4, 1, 5, 1, 5, 6, 6, 7)",4.0247,2.0062,False
185050,HCQTlnv,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 2, 3, 5, 1, 5, 6, 6, 7)",3.5802,1.8921,False
202917,HCQumnV,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 4, 1, 5, 1, 6, 6, 6, 6)",3.8025,1.95,False
203175,HCQtlnV,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 2, 3, 5, 1, 6, 6, 6, 6)",3.358,1.8325,False
253664,HCdeuvZ,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 4, 1, 5, 5, 2, 6, 6, 6)",2.9136,1.7069,False
254911,HCdc{}^,9,20,"(1, 20, 167, 758, 2039, 3320, 3193, 1662, 360)",5292,3,23,25,18,7,"(5, 1, 1, 5, 5, 5, 6, 6, 6)",3.5802,1.8921,False
33289,H?BfNN~,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5488,3,22,31,15,7,"(4, 4, 4, 1, 1, 6, 6, 6, 8)",4.9136,2.2167,False
33297,H?BfNnn,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5488,3,22,31,15,7,"(4, 4, 4, 1, 1, 6, 6, 7, 7)",4.6914,2.166,False
61611,H?bE]^~,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 4, 1, 1, 4, 5, 6, 6, 8)",4.6914,2.166,False
61635,H?bE^^^,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 4, 1, 1, 4, 5, 6, 7, 7)",4.4691,2.114,False
95542,H?bfNNv,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5488,3,22,31,15,7,"(5, 4, 4, 1, 1, 6, 6, 6, 7)",4.2469,2.0608,False
96747,H?be]^^,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 4, 1, 1, 4, 6, 6, 6, 7)",4.2469,2.0608,False
102140,H?`rjnv,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5488,3,22,31,15,7,"(2, 4, 4, 4, 1, 6, 6, 6, 7)",3.5802,1.8921,False
107730,H?bM]^v,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 4, 1, 1, 4, 6, 6, 6, 7)",4.2469,2.0608,False
122682,H?qe]^^,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 4, 1, 1, 5, 5, 6, 6, 7)",4.0247,2.0062,False
143242,H?qtlmv,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5488,3,22,31,15,7,"(5, 1, 4, 4, 2, 6, 6, 6, 6)",3.1358,1.7708,False
143923,H?qu]^N,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 4, 1, 1, 5, 6, 6, 6, 6)",3.8025,1.95,False
150623,H?qm]^Z,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 4, 1, 1, 6, 5, 6, 6, 6)",3.8025,1.95,False
153375,H?o}]^N,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5488,3,22,31,15,7,"(4, 4, 1, 1, 6, 6, 6, 6, 6)",4.0247,2.0062,False
153601,H?o|\]n,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(4, 1, 4, 1, 6, 6, 6, 6, 6)",4.0247,2.0062,False
177955,HCQdlnv,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 2, 4, 4, 1, 5, 6, 6, 7)",3.358,1.8325,False
189953,HCRfNNf,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5488,3,22,31,15,7,"(5, 5, 4, 1, 1, 6, 6, 6, 6)",3.8025,1.95,False
190499,HCRemnV,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 5, 1, 4, 1, 6, 6, 6, 6)",3.8025,1.95,False
191291,HCRdlmv,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 2, 4, 4, 1, 6, 6, 6, 6)",3.1358,1.7708,False
212185,HCpeuvZ,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 5, 1, 4, 5, 2, 6, 6, 6)",2.9136,1.7069,False
215791,HCpe]^N,9,20,"(1, 20, 168, 770, 2095, 3450, 3352, 1760, 384)",5635,3,22,28,21,7,"(5, 5, 1, 1, 5, 5, 6, 6, 6)",3.5802,1.8921,False
89059,H?aK^^~,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",6912,2,22,24,18,9,"(5, 2, 2, 1, 5, 5, 5, 7, 8)",4.9136,2.2167,False
89891,H?aM\^~,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7020,2,22,23,19,12,"(5, 2, 2, 1, 5, 5, 6, 6, 8)",4.6914,2.166,False
89910,H?aM^]~,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7020,2,22,23,19,12,"(5, 2, 2, 1, 5, 5, 6, 7, 7)",4.4691,2.114,False
89913,H?aM\}~,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",6912,2,22,24,18,9,"(5, 1, 2, 2, 5, 5, 6, 7, 7)",4.4691,2.114,False
107919,H?bL]]~,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7056,2,22,23,18,10,"(5, 2, 2, 1, 5, 6, 6, 6, 7)",4.2469,2.0608,False
107925,H?bL[~n,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7020,2,22,23,19,12,"(5, 2, 2, 1, 5, 6, 6, 6, 7)",4.2469,2.0608,False
150649,H?qm[}n,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7056,2,22,23,18,10,"(5, 2, 2, 1, 6, 6, 6, 6, 6)",4.0247,2.0062,False
183023,HCQSmn~,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7776,2,22,20,16,11,"(5, 3, 1, 5, 2, 5, 5, 6, 8)",4.0247,2.0062,False
183035,HCQSln~,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",9072,2,22,19,12,5,"(5, 2, 2, 5, 2, 5, 5, 6, 8)",3.8025,1.95,False
183050,HCQSnnv,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",6912,2,22,24,18,9,"(5, 3, 2, 5, 1, 5, 5, 7, 7)",3.8025,1.95,False
183051,HCQSnn^,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7776,2,22,20,16,11,"(5, 3, 1, 5, 2, 5, 5, 7, 7)",3.8025,1.95,False
185037,HCQTmnv,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7020,2,22,23,19,12,"(5, 3, 2, 5, 1, 5, 6, 6, 7)",3.5802,1.8921,False
185038,HCQTmn^,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7776,2,22,20,16,11,"(5, 3, 1, 5, 2, 5, 6, 6, 7)",3.5802,1.8921,False
185051,HCQTln^,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",9072,2,22,19,12,5,"(5, 2, 2, 5, 2, 5, 6, 6, 7)",3.358,1.8325,False
203164,HCQtmnV,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7056,2,22,23,18,10,"(5, 3, 2, 5, 1, 6, 6, 6, 6)",3.358,1.8325,False
252656,HCdcsv~,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",10368,2,22,16,6,1,"(5, 2, 2, 5, 5, 3, 5, 5, 8)",3.1358,1.7708,False
252720,HCdcuv^,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7776,2,22,20,16,11,"(5, 3, 1, 5, 5, 3, 5, 6, 7)",2.9136,1.7069,False
252732,HCdcs~^,9,20,"(1, 20, 168, 774, 2139, 3630, 3692, 2056, 480)",7776,2,22,20,16,11,"(5, 2, 1, 5, 5, 4, 5, 6, 7)",3.1358,1.7708,False
