Index,G6id,Vertices,Edges,Vector,SpanningTree,Biconnection,3-cycle,4-cycle,5-cycle,6-cycle,Degree,Variance,Deviation,Maximum
141,F??Fw,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(1, 1, 1, 1, 1, 1, 6)",3.0612,1.7496,True
142,F?AFo,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(2, 1, 1, 1, 1, 1, 5)",1.9184,1.3851,True
144,F?BDo,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(2, 1, 1, 1, 1, 2, 4)",1.0612,1.0301,True
145,F?B@w,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(1, 1, 1, 1, 1, 3, 4)",1.3469,1.1606,True
149,F?Bco,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(2, 1, 1, 1, 1, 3, 3)",0.7755,0.8806,True
161,F?`F_,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(2, 2, 1, 1, 1, 1, 4)",1.0612,1.0301,True
164,F?bB_,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(2, 2, 1, 1, 1, 2, 3)",0.4898,0.6999,True
172,F?`e_,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(2, 2, 1, 1, 1, 2, 3)",0.4898,0.6999,True
173,F?`cg,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(2, 1, 1, 1, 1, 3, 3)",0.7755,0.8806,True
356,FCOf?,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(2, 2, 2, 1, 1, 1, 3)",0.4898,0.6999,True
360,FCQb?,7,6,"(1, 6, 15, 20, 15, 6, 1, 0, 0)",1,6,0,0,0,0,"(2, 2, 2, 1, 1, 2, 2)",0.2041,0.4518,True
