Index,G6id,Vertices,Edges,Vector,SpanningTree,Biconnection,3-cycle,4-cycle,5-cycle,6-cycle,Degree,Variance,Deviation,Maximum
145683,H?rM]^~,9,22,"(1, 22, 201, 990, 2859, 4938, 4979, 2690, 600)",12005,3,30,35,21,7,"(5, 5, 1, 1, 6, 6, 6, 6, 8)",4.9877,2.2333,False
145690,H?rM^^^,9,22,"(1, 22, 201, 990, 2859, 4938, 4979, 2690, 600)",12005,3,30,35,21,7,"(5, 5, 1, 1, 6, 6, 6, 7, 7)",4.7654,2.183,False
225837,HCrM]^n,9,22,"(1, 22, 201, 990, 2859, 4938, 4979, 2690, 600)",12005,3,30,35,21,7,"(6, 5, 1, 1, 6, 6, 6, 6, 7)",4.5432,2.1315,False
247209,HCXjZ^n,9,22,"(1, 22, 201, 990, 2859, 4938, 4979, 2690, 600)",12005,3,30,35,21,7,"(2, 5, 5, 1, 6, 6, 6, 6, 7)",3.6543,1.9116,False
255157,HCe[{~},9,22,"(1, 22, 201, 990, 2859, 4938, 4979, 2690, 600)",12005,3,30,35,21,7,"(6, 1, 1, 6, 6, 6, 6, 5, 7)",4.5432,2.1315,False
255226,HCe]|y^,9,22,"(1, 22, 201, 990, 2859, 4938, 4979, 2690, 600)",12005,3,30,35,21,7,"(6, 1, 1, 6, 6, 6, 6, 6, 6)",4.321,2.0787,False
271252,HQil\^m,9,22,"(1, 22, 201, 990, 2859, 4938, 4979, 2690, 600)",12005,3,30,35,21,7,"(6, 2, 6, 1, 6, 6, 6, 5, 6)",3.4321,1.8526,False
107750,H?bM^^~,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",18816,2,27,36,29,16,"(5, 4, 2, 1, 5, 6, 6, 7, 8)",4.5432,2.1315,False
108227,H?bN^^^,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",18816,2,27,36,29,16,"(5, 4, 2, 1, 5, 6, 7, 7, 7)",4.321,2.0787,False
145694,H?rM\~n,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",19061,2,27,35,30,17,"(5, 4, 2, 1, 6, 6, 6, 7, 7)",4.0988,2.0245,False
150632,H?qm]^~,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",19061,2,27,35,30,17,"(5, 4, 2, 1, 6, 6, 6, 6, 8)",4.321,2.0787,False
150696,H?qm^^^,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",19061,2,27,35,30,17,"(5, 4, 2, 1, 6, 6, 6, 7, 7)",4.0988,2.0245,False
150701,H?qm]~^,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",18816,2,27,36,29,16,"(5, 4, 1, 2, 6, 6, 6, 7, 7)",4.0988,2.0245,False
196043,HCRUmn~,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",19404,2,27,34,30,17,"(5, 5, 1, 5, 2, 6, 6, 6, 8)",4.0988,2.0245,False
196077,HCRUnnv,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",18816,2,27,36,29,16,"(5, 5, 2, 5, 1, 6, 6, 7, 7)",3.8765,1.9689,False
196088,HCRUm~v,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",19404,2,27,34,30,17,"(5, 5, 1, 5, 2, 6, 6, 7, 7)",3.8765,1.9689,False
203181,HCQtln~,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",24696,2,27,31,21,7,"(5, 2, 4, 5, 2, 6, 6, 6, 8)",3.4321,1.8526,False
203207,HCQtnnv,9,22,"(1, 22, 204, 1038, 3159, 5868, 6476, 3872, 960)",18816,2,27,36,29,16,"(5, 3, 4, 5, 1, 6, 6, 7, 7)",3.4321,1.8526,False
